"Line","Speaker","Text","Date","rownum","status","sentiment","score","Anger","Disgust","Fear","Joy","Sadness","Analytical","Confident","Tentative","Agreeableness","Conscientiousness","Emotional Range","Extraversion","Openness"
175,"Clinton","Well, I've heard -- I've heard Donald say this at his rallies, and it's really unfortunate that he paints such a dire negative picture of black communities in our country.","2016-09-26",164,"OK","negative",-0.889586,0.331769,0.713482,0.152884,0.024019,0.474713,0,0,0,0.808,0.117,0.736,0.932,0.165
176,"Trump","Ugh.","2016-09-26",165,"OK","negative",-0.860735,0.294784,0.505799,0.229274,0.059968,0.42753,0,0,0,0,0,0.998,0.911,0.195
177,"Clinton","You know, the vibrancy of the black church, the black businesses that employ so many people, the opportunities that so many families are working to provide for their kids. There's a lot that we should be proud of and we should be supporting and lifting up. But we do always have to make sure we keep people safe. There are the right ways of doing it, and then there are ways that are ineffective. Stop-and-frisk was found to be unconstitutional and, in part, because it was ineffective. It did not do what it needed to do. Now, I believe in community policing. And, in fact, violent crime is one-half of what it was in 1991. Property crime is down 40 percent. We just don't want to see it creep back up. We've had 25 years of very good cooperation. But there were some problems, some unintended consequences. Too many young African-American and Latino men ended up in jail for nonviolent offenses. And it's just a fact that if you're a young African-American man and you do the same thing as a young white man, you are more likely to be arrested, charged, convicted, and incarcerated. So we've got to address the systemic racism in our criminal justice system. We cannot just say law and order. We have to say -- we have to come forward with a plan that is going to divert people from the criminal justice system, deal with mandatory minimum sentences, which have put too many people away for too long for doing too little. We need to have more second chance programs. I'm glad that we're ending private prisons in the federal system; I want to see them ended in the state system. You shouldn't have a profit motivation to fill prison cells with young Americans. So there are some positive ways we can work on this. And I believe strongly that commonsense gun safety measures would assist us. Right now -- and this is something Donald has supported, along with the gun lobby -- right now, we've got too many military- style weapons on the streets. In a lot of places, our police are outgunned. We need comprehensive background checks, and we need to keep guns out of the hands of those who will do harm. And we finally need to pass a prohibition on anyone who's on the terrorist watch list from being able to buy a gun in our country. If you're too dangerous to fly, you are too dangerous to buy a gun. So there are things we can do, and we ought to do it in a bipartisan way.","2016-09-26",166,"OK","negative",-0.151986,0.973207,0.444545,0.620242,0.037717,0.03546,0,0,0.344,0.811,0.086,0.81,0.832,0.234
178,"Holt","Secretary Clinton, last week, you said we've got to do everything possible to improve policing, to go right at implicit bias. Do you believe that police are implicitly biased against black people?","2016-09-26",167,"OK","negative",-0.511724,0.338121,0.204629,0.27591,0.118462,0.299496,0.921,0,0.963,0.827,0.059,0.641,0.93,0.036
179,"Clinton","Lester, I think implicit bias is a problem for everyone, not just police. I think, unfortunately, too many of us in our great country jump to conclusions about each other. And therefore, I think we need all of us to be asking hard questions about, you know, why am I feeling this way? But when it comes to policing, since it can have literally fatal consequences, I have said, in my first budget, we would put money into that budget to help us deal with implicit bias by retraining a lot of our police officers. I've met with a group of very distinguished, experienced police chiefs a few weeks ago. They admit it's an issue. They've got a lot of concerns. Mental health is one of the biggest concerns, because now police are having to handle a lot of really difficult mental health problems on the street.","2016-09-26",168,"OK","negative",-0.494457,0.801213,0.172596,0.889551,0.023929,0.153393,0.977,0.292,0,0.642,0.052,0.962,0.762,0.158
180,"Clinton","They want support, they want more training, they want more assistance. And I think the federal government could be in a position where we would offer and provide that.","2016-09-26",169,"OK","positive",0.474694,0.210958,0.532015,0.486951,0.023077,0.423833,0.691,0,0.861,0.945,0.012,0.973,0.858,0.028
181,"Holt","Mr. Trump...","2016-09-26",170,"OK","neutral",NA,0.126098,0.258271,0.191871,0.276383,0.55165,0,0,0,0.012,0.571,0.401,0.157,0.817
182,"Trump","I'd like to respond to that.","2016-09-26",171,"OK","neutral",NA,0.308906,0.416569,0.313848,0.1441,0.248581,0,0,0.646,0.911,0.064,0.976,0.929,0.04
183,"Holt","Please.","2016-09-26",172,"OK","neutral",NA,0.259657,0.684003,0.139008,0.10216,0.204342,0,0,0,0.012,0.571,0.401,0.157,0.817
184,"Trump","First of all, I agree, and a lot of people even within my own party want to give certain rights to people on watch lists and no- fly lists. I agree with you. When a person is on a watch list or a no-fly list, and I have the endorsement of the NRA, which I'm very proud of. These are very, very good people, and they're protecting the Second Amendment. But I think we have to look very strongly at no-fly lists and watch lists. And when people are on there, even if they shouldn't be on there, we'll help them, we'll help them legally, we'll help them get off. But I tend to agree with that quite strongly. I do want to bring up the fact that you were the one that brought up the words super-predator about young black youth. And that's a term that I think was a -- it's -- it's been horribly met, as you know. I think you've apologized for it. But I think it was a terrible thing to say. And when it comes to stop-and-frisk, you know, you're talking about takes guns away. Well, I'm talking about taking guns away from gangs and people that use them. And I don't think -- I really don't think you disagree with me on this, if you want to know the truth. I think maybe there's a political reason why you can't say it, but I really don't believe -- in New York City, stop-and-frisk, we had 2,200 murders, and stop-and-frisk brought it down to 500 murders. Five hundred murders is a lot of murders. It's hard to believe, 500 is like supposed to be good? But we went from 2,200 to 500. And it was continued on by Mayor Bloomberg. And it was terminated by current mayor. But stop-and- frisk had a tremendous impact on the safety of New York City. Tremendous beyond belief. So when you say it has no impact, it really did. It had a very, very big impact.","2016-09-26",173,"OK","positive",0.0521944,0.911752,0.423685,0.831699,0.02868,0.16277,0.672,0.257,0,0.891,0.037,0.881,0.865,0.053
185,"Clinton","Well, it's also fair to say, if we're going to talk about mayors, that under the current mayor, crime has continued to drop, including murders. So there is...","2016-09-26",174,"OK","neutral",NA,0.33386,0.368476,0.312844,0.054903,0.323829,0,0,0.467,0.573,0.028,0.631,0.874,0.398
186,"Trump","No, you're wrong. You're wrong.","2016-09-26",175,"OK","negative",-0.657467,0.33067,0.319239,0.211462,0.032446,0.578584,0,0,0,0.905,0,0.205,0.998,0
187,"Clinton","No, I'm not.","2016-09-26",176,"OK","negative",-0.573115,0.520232,0.120429,0.128525,0.075908,0.551684,0,0,0,0.505,0.001,0.998,0.157,0.002
188,"Trump","Murders are up. All right. You check it.","2016-09-26",177,"OK","positive",0.526333,0.353548,0.215096,0.197266,0.167446,0.178724,0.987,0.99,0,0.519,0.191,0.004,0.875,0.089
189,"Clinton","New York -- New York has done an excellent job. And I give credit -- I give credit across the board going back two mayors, two police chiefs, because it has worked. And other communities need to come together to do what will work, as well. Look, one murder is too many. But it is important that we learn about what has been effective. And not go to things that sound good that really did not have the kind of impact that we would want. Who disagrees with keeping neighborhoods safe? But let's also add, no one should disagree about respecting the rights of young men who live in those neighborhoods. And so we need to do a better job of working, again, with the communities, faith communities, business communities, as well as the police to try to deal with this problem.","2016-09-26",178,"OK","positive",0.240772,0.372966,0.158084,0.400243,0.089732,0.055661,0.562,0,0.274,0.513,0.083,0.934,0.353,0.354
190,"Holt","This conversation is about race. And so, Mr. Trump, I have to ask you for five...","2016-09-26",179,"OK","positive",0.422179,0.190897,0.511856,0.212904,0.108776,0.525193,0,0.865,0,0.772,0.246,0.364,0.969,0.199
191,"Trump","I'd like to just respond, if I might.","2016-09-26",180,"OK","neutral",NA,0.290217,0.218215,0.33253,0.176664,0.286473,0.801,0,0.995,0.889,0.018,0.997,0.673,0.016
192,"Holt","Please -- 20 seconds.","2016-09-26",181,"OK","negative",-0.311887,0.454196,0.322792,0.17435,0.056049,0.171197,0,0,0,0.231,0.571,0.401,0.013,0.661
193,"Trump","I'd just like to respond.","2016-09-26",182,"OK","neutral",NA,0.28087,0.388903,0.141279,0.194667,0.254113,0,0,0.993,0.959,0.073,0.989,0.923,0.008
194,"Holt","Please respond, then I've got a quick follow-up for you.","2016-09-26",183,"OK","positive",0.729732,0.462403,0.133463,0.108396,0.456182,0.316879,0.347,0,0,0.767,0.897,0.226,0.857,0.16
195,"Trump","I will. Look, the African-American community has been let down by our politicians. They talk good around election time, like right now, and after the election, they said, see ya later, I'll see you in four years. The African-American community -- because -- look, the community within the inner cities has been so badly treated. They've been abused and used in order to get votes by Democrat politicians, because that's what it is. They've controlled these communities for up to 100 years. ","2016-09-26",184,"OK","positive",0.0784317,0.536516,0.588649,0.083973,0.06144,0.246461,0,0,0.58,0.902,0.272,0.51,0.867,0.08
196,"Holt","Mr. Trump, let me...","2016-09-26",185,"OK","neutral",NA,0.239881,0.26341,0.238426,0.341516,0.393516,0,0,0,0.335,0.571,0.942,0.157,0.139
198,"Clinton","Well, I -- I do think...","2016-09-26",186,"OK","positive",0.450712,0.230966,0.198006,0.146459,0.243283,0.579817,0.944,0,0,0.631,0.247,0.994,0.157,0.004
199,"Trump","And I will tell you, you look at the inner cities -- and I just left Detroit, and I just left Philadelphia, and I just -- you know, you've seen me, I've been all over the place. You decided to stay home, and that's OK. But I will tell you, I've been all over. And I've met some of the greatest people I'll ever meet within these communities. And they are very, very upset with what their politicians have told them and what their politicians have done.","2016-09-26",187,"OK","negative",-0.0416642,0.489408,0.191561,0.087203,0.123365,0.446368,0.644,0.661,0,0.981,0.032,0.908,0.982,0.012
200,"Holt","Mr. Trump, I...","2016-09-26",188,NA,NA,NA,0.157164,0.186555,0.217811,0.226501,0.54748,0,0,0,0.505,0.571,0.975,0.157,0.058
201,"Clinton","I think -- I think -- I think Donald just criticized me for preparing for this debate. And, yes, I did. And you know what else I prepared for? I prepared to be president. And I think that's a good thing.","2016-09-26",189,"OK","positive",0.400796,0.205528,0.205712,0.169528,0.193429,0.332744,0.99,0,0.753,0.555,0.029,0.994,0.451,0.023
203,"Holt","Mr. Trump, for five years, you perpetuated a false claim that the nation's first black president was not a natural-born citizen. You questioned his legitimacy. In the last couple of weeks, you acknowledged what most Americans have accepted for years: The president was born in the United States. Can you tell us what took you so long?","2016-09-26",190,"OK","neutral",NA,0.22039,0.464515,0.409986,0.053592,0.358569,0.221,0,0,0.848,0.784,0.021,0.848,0.158
204,"Trump","I'll tell you very -- well, just very simple to say. Sidney Blumenthal works for the campaign and close -- very close friend of Secretary Clinton. And her campaign manager, Patti Doyle, went to -- during the campaign, her campaign against President Obama, fought very hard. And you can go look it up, and you can check it out.","2016-09-26",191,"OK","positive",0.317432,0.360225,0.607329,0.189737,0.067831,0.303973,0.365,0.935,0,0.788,0.136,0.193,0.902,0.165
205,"Trump","And if you look at CNN this past week, Patti Solis Doyle was on Wolf Blitzer saying that this happened. Blumenthal sent McClatchy, highly respected reporter at McClatchy, to Kenya to find out about it. They were pressing it very hard. She failed to get the birth certificate. When I got involved, I didn't fail. I got him to give the birth certificate. So I'm satisfied with it. And I'll tell you why I'm satisfied with it. ","2016-09-26",192,"OK","positive",0.0664248,0.596155,0.368006,0.234689,0.081148,0.202144,0,0.513,0,0.86,0.158,0.868,0.86,0.061
206,"Holt","That was...","2016-09-26",193,"OK","negative",-0.278633,0.094276,0.354108,0.457865,0.111304,0.420707,0,0,0,0.359,0.011,0.927,0.157,0.356
208,"Trump","Because I want to get on to defeating ISIS, because I want to get on to creating jobs, because I want to get on to having a strong border, because I want to get on to things that are very important to me and that are very important to the country.","2016-09-26",194,"OK","positive",0.717866,0.476224,0.091596,0.281499,0.15504,0.289866,0.588,0.357,0,0.278,0.11,0.947,0.263,0.32
209,"Holt","I will let you respond. It's important. But I just want to get the answer here. The birth certificate was produced in 2011. You've continued to tell the story and question the president's legitimacy in 2012, '13, '14, '15...","2016-09-26",195,"OK","positive",0.075606,0.271335,0.21652,0.718873,0.068776,0.237086,0.982,0,0.753,0.774,0.108,0.842,0.475,0.193
210,"Trump","Yeah.","2016-09-26",196,"OK","neutral",NA,0.19871,0.268978,0.363113,0.200597,0.227125,0,0,0,0.012,0.006,0.401,0.157,0.229
211,"Holt",".... as recently as January. So the question is, what changed your mind?","2016-09-26",197,"OK","neutral",NA,0.258969,0.205289,0.369421,0.112518,0.296471,0,0,0,0.434,0.278,0.559,0.91,0.161
212,"Trump","Well, nobody was pressing it, nobody was caring much about it. I figured you'd ask the question tonight, of course. But nobody was caring much about it. But I was the one that got him to produce the birth certificate. And I think I did a good job. Secretary Clinton also fought it. I mean, you know -- now, everybody in mainstream is going to say, oh, that's not true. Look, it's true. Sidney Blumenthal sent a reporter -- you just have to take a look at CNN, the last week, the interview with your former campaign manager. And she was involved. But just like she can't bring back jobs, she can't produce. ","2016-09-26",198,"OK","positive",0.0477209,0.715315,0.279752,0.219672,0.044745,0.489581,0.515,0,0.223,0.84,0.036,0.895,0.796,0.028
213,"Holt","I'm sorry. I'm just going to follow up -- and I will let you respond to that, because there's a lot there. But we're talking about racial healing in this segment. What do you say to Americans, people of color who...","2016-09-26",199,"OK","negative",-0.113674,0.270444,0.285936,0.363818,0.146196,0.529561,0,0,0.865,0.923,0.01,0.924,0.978,0.037
215,"Trump","Well, it was very -- I say nothing. I say nothing, because I was able to get him to produce it. He should have produced it a long time before. I say nothing. But let me just tell you. When you talk about healing, I think that I've developed very, very good relationships over the last little while with the African-American community. I think you can see that. And I feel that they really wanted me to come to that conclusion. And I think I did a great job and a great service not only for the country, but even for the president, in getting him to produce his birth certificate.","2016-09-26",200,"OK","negative",-0.187516,0.453842,0.174894,0.09993,0.165445,0.447101,0.965,0.12,0,0.77,0.018,0.984,0.756,0.027
216,"Holt","Secretary Clinton?","2016-09-26",201,"OK","negative",-0.357956,0.221987,0.336259,0.396087,0.143533,0.18051,0,0,0,0.012,0.571,0.401,0,0.817
217,"Clinton","Well, just listen to what you heard.","2016-09-26",202,"OK","positive",0.580356,0.073159,0.272311,0.204258,0.469271,0.303577,0,0,0.932,0.944,0.002,0.527,0.997,0.02
219,"Clinton","And clearly, as Donald just admitted, he knew he was going to stand on this debate stage, and Lester Holt was going to be asking us questions, so he tried to put the whole racist birther lie to bed. But it can't be dismissed that easily. He has really started his political activity based on this racist lie that our first black president was not an American citizen. There was absolutely no evidence for it, but he persisted, he persisted year after year, because some of his supporters, people that he was trying to bring into his fold, apparently believed it or wanted to believe it. But, remember, Donald started his career back in 1973 being sued by the Justice Department for racial discrimination because he would not rent apartments in one of his developments to African-Americans, and he made sure that the people who worked for him understood that was the policy. He actually was sued twice by the Justice Department. So he has a long record of engaging in racist behavior. And the birther lie was a very hurtful one. You know, Barack Obama is a man of great dignity. And I could tell how much it bothered him and annoyed him that this was being touted and used against him. But I like to remember what Michelle Obama said in her amazing speech at our Democratic National Convention: When they go low, we go high. And Barack Obama went high, despite Donald Trump's best efforts to bring him down. ","2016-09-26",203,"OK","negative",-0.36589,0.959011,0.92229,0.036592,0.022308,0.245235,0.515,0,0.396,0.906,0.045,0.846,0.849,0.091
220,"Holt","Mr. Trump, you can respond and we're going to move on to the next segment.","2016-09-26",204,"OK","positive",0.642958,0.267917,0.083597,0.479163,0.213241,0.495656,0,0,0,0.935,0.906,0.035,0.909,0.138
221,"Trump","I would love to respond. First of all, I got to watch in preparing for this some of your debates against Barack Obama. You treated him with terrible disrespect. And I watched the way you talk now about how lovely everything is and how wonderful you are. It doesn't work that way. You were after him, you were trying to -- you even sent out or your campaign sent out pictures of him in a certain garb, very famous pictures. I don't think you can deny that. But just last week, your campaign manager said it was true. So when you tried to act holier than thou, it really doesn't work. It really doesn't. Now, as far as the lawsuit, yes, when I was very young, I went into my father's company, had a real estate company in Brooklyn and Queens, and we, along with many, many other companies throughout the country -- it was a federal lawsuit -- were sued. We settled the suit with zero -- with no admission of guilt. It was very easy to do.","2016-09-26",205,"OK","negative",-0.167428,0.698865,0.374937,0.258316,0.026539,0.143913,0.45,0,0.212,0.919,0.144,0.709,0.869,0.082
222,"Trump","I notice you bring that up a lot. And, you know, I also notice the very nasty commercials that you do on me in so many different ways, which I don't do on you. Maybe I'm trying to save the money. But, frankly, I look -- I look at that, and I say, isn't that amazing? Because I settled that lawsuit with no admission of guilt, but that was a lawsuit brought against many real estate firms, and it's just one of those things. I'll go one step further. In Palm Beach, Florida, tough community, a brilliant community, a wealthy community, probably the wealthiest community there is in the world, I opened a club, and really got great credit for it. No discrimination against African- Americans, against Muslims, against anybody. And it's a tremendously successful club. And I'm so glad I did it. And I have been given great credit for what I did. And I'm very, very proud of it. And that's the way I feel. That is the true way I feel.","2016-09-26",206,"OK","positive",0.174577,0.588742,0.211192,0.10327,0.044923,0.101291,0,0,0.126,0.604,0.098,0.946,0.532,0.133
223,"Holt","Our next segment is called ""Securing America."" We want to start with a 21st century war happening every day in this country. Our institutions are under cyber attack, and our secrets are being stolen. So my question is, who's behind it? And how do we fight it? Secretary Clinton, this answer goes to you.","2016-09-26",207,"OK","negative",-0.504076,0.420414,0.393189,0.606204,0.02004,0.21021,0.52,0.787,0,0.979,0.194,0.851,0.971,0.02
224,"Clinton","Well, I think cyber security, cyber warfare will be one of the biggest challenges facing the next president, because clearly we're facing at this point two different kinds of adversaries. There are the independent hacking groups that do it mostly for commercial reasons to try to steal information that they can use to make money. But increasingly, we are seeing cyber attacks coming from states, organs of states. The most recent and troubling of these has been Russia. There's no doubt now that Russia has used cyber attacks against all kinds of organizations in our country, and I am deeply concerned about this. I know Donald's very praiseworthy of Vladimir Putin, but Putin is playing a really... ","2016-09-26",208,"OK","negative",-0.441883,0.547248,0.08456,0.789388,0.015031,0.177635,0.791,0.782,0,0.258,0.097,0.933,0.296,0.396
226,"Clinton","... tough, long game here. And one of the things he's done is to let loose cyber attackers to hack into government files, to hack into personal files, hack into the Democratic National Committee. And we recently have learned that, you know, that this is one of their preferred methods of trying to wreak havoc and collect information. We need to make it very clear -- whether it's Russia, China, Iran or anybody else -- the United States has much greater capacity. And we are not going to sit idly by and permit state actors to go after our information, our private-sector information or our public-sector information. And we're going to have to make it clear that we don't want to use the kinds of tools that we have. We don't want to engage in a different kind of warfare. But we will defend the citizens of this country. And the Russians need to understand that. I think they've been treating it as almost a probing, how far would we go, how much would we do. And that's why I was so -- I was so shocked when Donald publicly invited Putin to hack into Americans. That is just unacceptable. It's one of the reasons why 50 national security officials who served in Republican information -- in administrations...","2016-09-26",209,"OK","negative",-0.301267,0.944034,0.455811,0.418763,0.018353,0.236076,0.063,0,0.399,0.75,0.056,0.929,0.633,0.24
227,"Holt","Your two minutes have expired.","2016-09-26",210,"OK","negative",-0.575161,0.374252,0.621107,0.128912,0.119907,0.216992,0,0,0,0.909,0.897,0.012,0.828,0.034
228,"Clinton","... have said that Donald is unfit to be the commander- in-chief. It's comments like that that really worry people who understand the threats that we face.","2016-09-26",211,"OK","negative",-0.618795,0.170909,0.440997,0.411526,0.050626,0.311035,0.745,0,0.505,0.6,0.01,0.946,0.977,0.064
229,"Holt","Mr. Trump, you have two minutes and the same question. Who's behind it? And how do we fight it?","2016-09-26",212,"OK","negative",-0.343835,0.331023,0.278171,0.534519,0.036954,0.438346,0.971,0,0,0.878,0.048,0.844,0.977,0.016
230,"Trump","I do want to say that I was just endorsed -- and more are coming next week -- it will be over 200 admirals, many of them here -- admirals and generals endorsed me to lead this country. That just happened, and many more are coming. And I'm very proud of it. In addition, I was just endorsed by ICE. They've never endorsed anybody before on immigration. I was just endorsed by ICE. I was just recently endorsed -- 16,500 Border Patrol agents. So when Secretary Clinton talks about this, I mean, I'll take the admirals and I'll take the generals any day over the political hacks that I see that have led our country so brilliantly over the last 10 years with their knowledge. OK? Because look at the mess that we're in. Look at the mess that we're in. As far as the cyber, I agree to parts of what Secretary Clinton said. We should be better than anybody else, and perhaps we're not. I don't think anybody knows it was Russia that broke into the DNC. She's saying Russia, Russia, Russia, but I don't -- maybe it was. I mean, it could be Russia, but it could also be China. It could also be lots of other people. It also could be somebody sitting on their bed that weighs 400 pounds, OK?","2016-09-26",213,"OK","negative",-0.240974,0.68242,0.812218,0.176008,0.031223,0.294343,0,0,0.967,0.902,0.043,0.957,0.707,0.059
231,"Trump","You don't know who broke in to DNC. But what did we learn with DNC? We learned that Bernie Sanders was taken advantage of by your people, by Debbie Wasserman Schultz. Look what happened to her. But Bernie Sanders was taken advantage of. That's what we learned. Now, whether that was Russia, whether that was China, whether it was another country, we don't know, because the truth is, under President Obama we've lost control of things that we used to have control over. We came in with the Internet, we came up with the Internet, and I think Secretary Clinton and myself would agree very much, when you look at what ISIS is doing with the Internet, they're beating us at our own game. ISIS. So we have to get very, very tough on cyber and cyber warfare. It is -- it is a huge problem. I have a son. He's 10 years old. He has computers. He is so good with these computers, it's unbelievable. The security aspect of cyber is very, very tough. And maybe it's hardly doable.  But I will say, we are not doing the job we should be doing. But that's true throughout our whole governmental society. We have so many things that we have to do better, Lester, and certainly cyber is one of them.","2016-09-26",214,"OK","positive",0.0143366,0.863144,0.30861,0.383716,0.023227,0.506547,0.022,0.882,0,0.963,0.125,0.869,0.915,0.041
232,"Holt","Secretary Clinton?","2016-09-26",215,"OK","negative",-0.357956,0.221987,0.336259,0.396087,0.143533,0.18051,0,0,0,0.012,0.571,0.401,0,0.817
233,"Clinton","Well, I think there are a number of issues that we should be addressing. I have put forth a plan to defeat ISIS. It does involve going after them online. I think we need to do much more with our tech companies to prevent ISIS and their operatives from being able to use the Internet to radicalize, even direct people in our country and Europe and elsewhere. But we also have to intensify our air strikes against ISIS and eventually support our Arab and Kurdish partners to be able to actually take out ISIS in Raqqa, end their claim of being a Caliphate. We're making progress. Our military is assisting in Iraq. And we're hoping that within the year we'll be able to push ISIS out of Iraq and then, you know, really squeeze them in Syria. But we have to be cognizant of the fact that they've had foreign fighters coming to volunteer for them, foreign money, foreign weapons, so we have to make this the top priority. And I would also do everything possible to take out their leadership. I was involved in a number of efforts to take out Al Qaida leadership when I was secretary of state, including, of course, taking out bin Laden. And I think we need to go after Baghdadi, as well, make that one of our organizing principles. Because we've got to defeat ISIS, and we've got to do everything we can to disrupt their propaganda efforts online. ","2016-09-26",216,"OK","negative",-0.192794,0.835605,0.416394,0.346883,0.022396,0.255816,0.255,0.684,0,0.946,0.161,0.846,0.875,0.133
234,"Holt","You mention ISIS, and we think of ISIS certainly as over there, but there are American citizens who have been inspired to commit acts of terror on American soil, the latest incident, of course, the bombings we just saw in New York and New Jersey, the knife attack at a mall in Minnesota, in the last year, deadly attacks in San Bernardino and Orlando. I'll ask this to both of you. Tell us specifically how you would prevent homegrown attacks by American citizens, Mr. Trump?","2016-09-26",217,"OK","negative",-0.237117,0.126803,0.804366,0.615302,0.019278,0.136073,0.227,0.793,0,0.804,0.23,0.629,0.911,0.381
235,"Trump","Well, first I have to say one thing, very important. Secretary Clinton is talking about taking out ISIS. ""We will take out ISIS."" Well, President Obama and Secretary Clinton created a vacuum the way they got out of Iraq, because they got out -- what, they shouldn't have been in, but once they got in, the way they got out was a disaster. And ISIS was formed. So she talks about taking them out. She's been doing it a long time. She's been trying to take them out for a long time. But they wouldn't have even been formed if they left some troops behind, like 10,000 or maybe something more than that. And then you wouldn't have had them. Or, as I've been saying for a long time, and I think you'll agree, because I said it to you once, had we taken the oil -- and we should have taken the oil -- ISIS would not have been able to form either, because the oil was their primary source of income. And now they have the oil all over the place, including the oil -- a lot of the oil in Libya, which was another one of her disasters.","2016-09-26",218,"OK","negative",-0.311922,0.766642,0.788046,0.472605,0.015664,0.317269,0.427,0,0.732,0.898,0.035,0.827,0.757,0.091
236,"Holt","Secretary Clinton?","2016-09-26",219,"OK","negative",-0.357956,0.221987,0.336259,0.396087,0.143533,0.18051,0,0,0,0.012,0.571,0.401,0,0.817
237,"Clinton","Well, I hope the fact-checkers are turning up the volume and really working hard. Donald supported the invasion of Iraq.","2016-09-26",220,"OK","neutral",NA,0.433686,0.351994,0.106297,0.112477,0.4866,0,0,0.933,0.45,0.861,0.766,0.209,0.502
238,"Trump","Wrong.","2016-09-26",221,"OK","negative",-0.660069,0.433979,0.348068,0.237032,0.061041,0.412524,0,0,0,0,0,0.998,0.911,0.195
239,"Clinton","That is absolutely proved over and over again.","2016-09-26",222,"OK","neutral",NA,0.112445,0.467304,0.146964,0.447581,0.197936,0.447,0.911,0,0.836,0.66,0.135,0.684,0.482
240,"Trump","Wrong. Wrong.","2016-09-26",223,"OK","negative",-0.736752,0.457796,0.337076,0.22061,0.040344,0.417358,0,0,0,0,0,0.998,0.98,0.074
241,"Clinton","He actually advocated for the actions we took in Libya and urged that Gadhafi be taken out, after actually doing some business with him one time.","2016-09-26",224,"OK","neutral",NA,0.277574,0.534336,0.368676,0.082289,0.228722,0.201,0.342,0,0.875,0.475,0.395,0.559,0.418
242,"Clinton","But the larger point -- and he says this constantly -- is George W. Bush made the agreement about when American troops would leave Iraq, not Barack Obama. And the only way that American troops could have stayed in Iraq is to get an agreement from the then-Iraqi government that would have protected our troops, and the Iraqi government would not give that. But let's talk about the question you asked, Lester. The question you asked is, what do we do here in the United States? That's the most important part of this. How do we prevent attacks? How do we protect our people? And I think we've got to have an intelligence surge, where we are looking for every scrap of information. I was so proud of law enforcement in New York, in Minnesota, in New Jersey. You know, they responded so quickly, so professionally to the attacks that occurred by Rahami. And they brought him down. And we may find out more information because he is still alive, which may prove to be an intelligence benefit. So we've got to do everything we can to vacuum up intelligence from Europe, from the Middle East. That means we've got to work more closely with our allies, and that's something that Donald has been very dismissive of. We're working with NATO, the longest military alliance in the history of the world, to really turn our attention to terrorism. We're working with our friends in the Middle East, many of which, as you know, are Muslim majority nations. Donald has consistently insulted Muslims abroad, Muslims at home, when we need to be cooperating with Muslim nations and with the American Muslim community. They're on the front lines. They can provide information to us that we might not get anywhere else. They need to have close working cooperation with law enforcement in these communities, not be alienated and pushed away as some of Donald's rhetoric, unfortunately, has led to.","2016-09-26",225,"OK","negative",-0.240343,0.834063,0.558116,0.521557,0.03356,0.081927,0,0,0.542,0.879,0.123,0.721,0.885,0.207
243,"Holt","Mr. Trump...","2016-09-26",226,"OK","neutral",NA,0.126098,0.258271,0.191871,0.276383,0.55165,0,0,0,0.012,0.571,0.401,0.157,0.817
244,"Trump","Well, I have to respond.","2016-09-26",227,"OK","positive",0.231739,0.34806,0.286485,0.128625,0.129346,0.512499,0,0.967,0,0.511,0.571,0.908,0.758,0.145
245,"Holt","Please respond.","2016-09-26",228,"OK","neutral",NA,0.361279,0.493806,0.197633,0.146255,0.16418,0,0,0,0.52,0.571,0.401,0.981,0.407
246,"Trump","The secretary said very strongly about working with -- we've been working with them for many years, and we have the greatest mess anyone's ever seen. You look at the Middle East, it's a total mess. Under your direction, to a large extent. But you look at the Middle East, you started the Iran deal, that's another beauty where you have a country that was ready to fall, I mean, they were doing so badly. They were choking on the sanctions. And now they're going to be actually probably a major power at some point pretty soon, the way they're going. But when you look at NATO, I was asked on a major show, what do you think of NATO? And you have to understand, I'm a businessperson. I did really well. But I have common sense. And I said, well, I'll tell you. I haven't given lots of thought to NATO. But two things. Number one, the 28 countries of NATO, many of them aren't paying their fair share. Number two -- and that bothers me, because we should be asking -- we're defending them, and they should at least be paying us what they're supposed to be paying by treaty and contract. And, number two, I said, and very strongly, NATO could be obsolete, because -- and I was very strong on this, and it was actually covered very accurately in the New York Times, which is unusual for the New York Times, to be honest -- but I said, they do not focus on terror. And I was very strong. And I said it numerous times. And about four months ago, I read on the front page of the Wall Street Journal that NATO is opening up a major terror division. And I think that's great. And I think we should get -- because we pay approximately 73 percent of the cost of NATO. It's a lot of money to protect other people. But I'm all for NATO. But I said they have to focus on terror, also. And they're going to do that. And that was -- believe me -- I'm sure I'm not going to get credit for it -- but that was largely because of what I was saying and my criticism of NATO. I think we have to get NATO to go into the Middle East with us, in addition to surrounding nations, and we have to knock the hell out of ISIS, and we have to do it fast, when ISIS formed in this vacuum created by Barack Obama and Secretary Clinton. And believe me, you were the ones that took out the troops. Not only that, you named the day. They couldn't believe it. They sat back probably and said, I can't believe it. They said...","2016-09-26",229,"OK","negative",-0.175703,0.863994,0.179187,0.180703,0.037714,0.072235,0.011,0.116,0,0.889,0.061,0.886,0.872,0.058
247,"Clinton","Lester, we've covered...","2016-09-26",230,"OK","positive",0.379987,0.208312,0.262585,0.283894,0.4161,0.258503,0,0,0,0.994,0.571,0.58,0.979,0.013
248,"Trump","No, wait a minute.","2016-09-26",231,"OK","neutral",NA,0.405202,0.45971,0.10513,0.155165,0.299792,0,0,0,0.17,0.214,0.942,0.021,0.268
